File1,File2,gt,pred
"('rep1_RGB_GH1Test2_14dat_AMARE_Atrazine_Bottom_Angle_180_2022-02-10_09-21-36-981_Visible.jpg',)","('rep2_RGB_GH1Test2_14dat_AMARE_Control_Angle_180_2022-02-10_09-49-01-347_Visible.jpg',)",70.0,66.38795471191406
"('rep1_RGB_GH1Test2_14dat_AMARE_Atrazine_Bottom_Angle_180_2022-02-10_09-21-36-981_Visible.jpg',)","('rep3_RGB_GH1Test2_14dat_AMARE_Control_Top_0_2022-02-10_09-46-32-237_Visible.jpg',)",70.0,67.33699798583984
"('rep1_RGB_GH1Test2_14dat_AMARE_Atrazine_Bottom_Angle_180_2022-02-10_09-21-36-981_Visible.jpg',)","('rep3_RGB_GH1Test2_14dat_AMARE_Control_Angle_60_2022-02-10_09-42-22-413_Visible.jpg',)",70.0,66.55361938476562
"('rep1_RGB_GH1Test2_14dat_AMARE_Atrazine_Bottom_Angle_180_2022-02-10_09-21-36-981_Visible.jpg',)","('rep3_RGB_GH1Test2_14dat_AMARE_Control_Angle_120_2022-02-10_09-42-34-390_Visible.jpg',)",70.0,59.240966796875
"('rep1_RGB_GH1Test2_14dat_AMARE_Atrazine_Bottom_Angle_180_2022-02-10_09-21-36-981_Visible.jpg',)","('rep4_RGB_GH1Test2_14dat_AMARE_Control_Angle_60_2022-02-10_09-48-37-220_Visible.jpg',)",70.0,66.17310333251953
"('rep1_RGB_GH1Test2_14dat_AMARE_Atrazine_Bottom_Angle_180_2022-02-10_09-21-36-981_Visible.jpg',)","('rep4_RGB_GH1Test2_14dat_AMARE_Control_Angle_240_2022-02-10_09-49-13-495_Visible.jpg',)",70.0,66.6063003540039
"('rep1_RGB_GH1Test2_14dat_AMARE_Atrazine_Bottom_Angle_180_2022-02-10_09-21-36-981_Visible.jpg',)","('rep1_RGB_GH1Test2_14dat_AMARE_Control_Top_0_2022-02-10_09-42-07-470_Visible.jpg',)",75.0,66.13285064697266
"('rep1_RGB_GH1Test2_14dat_AMARE_Atrazine_Bottom_Angle_180_2022-02-10_09-21-36-981_Visible.jpg',)","('rep1_RGB_GH1Test2_14dat_AMARE_Control_Top_0_2022-02-10_09-46-32-237_Visible.jpg',)",75.0,60.162837982177734
"('rep1_RGB_GH1Test2_14dat_AMARE_Atrazine_Bottom_Angle_180_2022-02-10_09-21-36-981_Visible.jpg',)","('rep4_RGB_GH1Test2_14dat_AMARE_Control_Top_0_2022-02-10_09-46-32-237_Visible.jpg',)",75.0,68.75685119628906
"('rep1_RGB_GH1Test2_14dat_AMARE_Atrazine_Bottom_Angle_180_2022-02-10_09-21-36-981_Visible.jpg',)","('rep2_RGB_GH1Test2_14dat_AMARE_Control_Top_0_2022-02-10_09-48-22-432_Visible.jpg',)",70.0,65.89346313476562
